# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\mario2.png	240	182	171

# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
1	246	154	260	181	0
# walk
2	275	154	290	181	0		
3	304	154	321	181	0
# idle left
4	186	154	200	181	0
#walk
5	155	154	170	181	0
6	125	154	140	181	0
#rollback(whilewalkingright)
7	5 	154 	21 	182	0
#rollback(Whilewalkingleft)
8	425	154	541	182	0
#jumpright
9	395	275	411	301	0
#jumpleft
10	35	275	51	301	0
#fallright
11	305	155	321	181	0
#fallleft
12	125	155	141	181	0
#runatmaxspeedright
13	334	154	353	181	0	
14 	362	154	381	181	0
15	392	154	421	181	0
#runatmaxspeedleft
16	93	154	112	181	0
17	65	154	84	181	0
18	35	154	54	181	0
#sitright
19	426	239	440	257	0
#sitleft
20	6	239	20	257	0
#FLYJUMPRIGHT
37	394	195	413	221	0
#FLYJUMPRIGHT
38	33	195	52	221	0
# die 
10099	215	120	231	135	0
# SMALL MARIO
# idle small right
21	247	0	259	15	0
# walk
22	275	0	291	15	0
23	306	0	320	15	0
# idle small left
24	187	0	198	15	0
# walk
25	155	0	170	15	0
26	125	0	139	15	0
#JUMPRIGHT
27	395	80	414	106	0
#JUMPLEFT
28	35	80	51	106	0
#ROLLBACKWWRIGHT
29	6	0	20	16	0
#ROLLBACKWWLEFT
30	426	0	440	16	0
#RUNATMAXSPEEDRIGHT
31	335	0	351	16	0
32	306	0	321	16	0
33	275	0	291	16	0
#RUNATMAXSPEEDRIGHT
34	95	0	111	16	0
35	125	0	141	16	0
36	155	0	161	16	0

#RACOON
#IDLE RIGHT
39	105	106	126	134	30
#WALKING RIGHT
40	129	106	151	134	30
41	154	107	177	134	30
#IDLE LEFT
42	1177	737	1198	765	30
#WALKING LEFT
43	1152	737	1174	765	30
44	1126	738	1149	765	30
#JUMPRIGHT
45	265	107	288	134	30
#JUMPLEFT
46	1015	738	1038	765	30
#FALLINGRIGHT
47	291	107	314	134	30
#FALLINGLEFT
48	989	738	1012	765	30
#ROLLBACKWWRIGHT
50	180	104	196	134	30
#ROLLBACKWWLEFT
49	1107	735	1123	765	30
#RUNATMAXSPEEDRIGHT
51	369	106	393	134	30
52	395	106	419	134	30
53	422	107	446	134	30
#RUNATMAXSPEEDLEFT
54	910	737	934	765	30
55	884	737	908	765	30
56	857	738	881	765	30
#FLYRIGHT
57	449	107	473	134	30
58	476	107	500	134	30
59	503	106	527	134	30
#FLYLEFT
60	830	738	854	765	30
61	803	738	827	765	30
62	776	737	800	765	30
#SITRIGHT
63	530	116	552	134	30
#SITLEFT
64	751	747	773	765	30
#SLOWFALLINGRIGHT
65	291	107	314	134	30
66	317	107	340	134	30
67	343	107	365	134	30
#SLOWFALLINGLEFT
68	989	738	1012	765	30
69	963	738	986	765	30
70	938	738	960	765	30
#ATTACKRIGHT
71	1062	737	1085	765	30
72	620	8	645	36	30
73	566	8	598	36	30
74	681	8	706	36	30
#ATTACKLEFT
#BRICK
20001	408	225	424	241	20
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10
#GROUND
400	45	21	61	29	0
#brick with question mark animation
700	300	117	316	133	20
701	318	117	334	133	20
702	336	117	352	133	20
703	355	117	370	133	20
704	372	117	388	133	20
#WarpPipe
500	5	86	21	102	10
501	21	86	37	102	10
502	5	102	21	118	10
503	21	102	37	118	10
#MushRoom
800	300	189	316	205	20
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle BIG right
1	1	100
#idle BIG left
2	4	100
#idle small right
3	21	100
#idle small left
4	24	100
#walk right big
5	1	100	2	100	3	100
#walk left big
6	4	100	5	100	6	100
#rollbackwwr
7	7	100
#rollbackwwl
8	8	100
#jumpright
9	9	100
#jumpleft
10	10	100
#fallright
11	11	100
#fallleft
12	12	100
#runatmaxspeedright
13	13	20	14	20	15	20
#runatmaxspeedleft
14	16	20	17	20	18	20
#sitright
15	19	100
#sitleft
16	20	100
#flyjumpright
17	37	100
#flyjumpleft
18	38	100
#walk right small
19	21	100	22	100	23	100
#walk left small
20	24	100	25	100	26	100
#jump right small
21	27	100
#jump left small
22	28	100
#rollback right small
23	29	100
#rollback left small
24	30	100
#fastest run right
25	31	20	32	20	33	20
#fastest run left
26	34	20	35	20	36	20

#idle BIG right
27	39	100
#idle BIG left
28	42	100
#walk right big
29	39	100	40	100	41	100
#walk left big
30	42	100	43	100	44	100
#rollbackwwr
31	49	100
#rollbackwwl
32	50	100
#jumpright
33	45	100
#jumpleft
34	46	100
#fallright
35	47	100
#fallleft
36	48	100
#runatmaxspeedright
37	51	20	52	20	53	20
#runatmaxspeedleft
38	54	20	55	20	56	20
#sitright
39	63	100
#sitleft
40	64	100
#flyright
41	57	100	58	100	59	100
#flyleft
42	60	100	61	100	62	100
#slowfallingright
43	65	50	66	50	67	50
#slowfallingleft
44	68	50	69	50	70	50
#racoonatkright
45	71	100	72	100	73	100	74	100	71	100
#die
599	10099	100
#WarpPipe
500	500	100
501	501	100
502	502	100
503	503	100
#MushRoom
800	800	100
# ==== BRICK =========


# ==== QUESTION MARK BRICK =========
600	700	100	701	100	702	100	703	100
601	704	100

# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100
#==== Ground ====
400	400	100

#
# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	599	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45
# BRICK
2	601
# QUESTION MARK BRICK 

# GOOMBA
3	701	702
#GROUND
4	400
#WARPPIPE
5	500	501	502	503
#BLOCK
6	500
#QUESTIONBRICK
7	600	601
#MushRoom
8	800	
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba , 3 = Koopas , 4 = Ground , 5 = WarpPipe , 6 = Block
# MARIO
0	50.0	300	1

#----Brick----
1	1504	336	2
1	1520	336	2

1	1568	400	2
1	1584	400	2
1	1600	400	2
1	1584	384	2
1	1600	384	2
1	1600	368	2

1	1664	400	2
1	1680	400	2
1	1696	400	2
1	1664	384	2
1	1680	384	2
1	1664	368	2

1	2256	368	2
1	2272	368	2

1	2256	304	2
1	2272	304	2
#----Block----
6	240	368	6	48	48
6	272	336	6	48	80

6	400	368	6	80	48
6	464	336	6	64	80
6	512	304	6	64	112
6	512	384	6	96	32

6	1264	384	6	112	32
6	1296	352	6	112	64
6	1328	320	6	112	96

6	1312	144	6	64	32

6	2144	368	6	48	48
6	2176	272	6	48	144
#----FirePiranhaPlant----
8	360	369	0	
#----WarpPipe----
5	352	368	5	32	48
5	1792	384	5	32	32
5	1856	368	5	32	48
5	2256	112	5	32	192
5	2256	384	5	32	32
5	2320	384	5	32	32
#---- Ground-----
4	0	416	400	624	16
4	624	400	400	464	32
4	1152	416	400	352	16
