126	125
0	0	100	15	29
4	0	352	160	80
4	1968	368	48	80
4	1920	400	128	32
4	2064	416	512	16
5	1936	336	32	64
5	2192	384	32	32
50	1940	320	10	16
1	224	352	16	16
1	240	352	16	16
1	256	352	16	16
1	272	352	16	16
1	384	336	16	16
1	400	336	16	16
1	416	336	16	16
1	432	336	16	16
1	448	336	16	16
1	608	288	16	16
1	624	288	16	16
25	640	288	16	16
1	656	288	16	16
1	640	368	16	16
1	656	368	16	16
1	752	320	16	16
1	752	352	16	16
1	752	368	16	16
1	768	368	16	16
1	784	368	16	16
1	797	368	16	16
1	864	336	16	16
1	864	352	16	16
1	864	368	16	16
1	864	384	16	16
1	880	384	16	16
1	896	384	16	16
1	944	336	16	16
1	944	352	16	16
7	960	352	16	16
1	960	400	16	16
1	976	400	16	16
1	992	400	16	16
1	1008	400	16	16
25	1008	352	16	16
1	1024	352	16	16
1	1040	352	16	16
1	1056	352	16	16
1	1072	352	16	16
1	1152	384	16	16
1	1168	384	16	16
1	1184	384	16	16
1	1200	384	16	16
1	1216	384	16	16
1	1184	304	16	16
1	1200	304	16	16
1	1216	304	16	16
7	1232	304	16	16
1	1264	368	16	16
1	1280	368	16	16
1	1392	304	16	16
1	1408	304	16	16
1	1424	304	16	16
25	1536	288	16	16
1	1552	288	16	16
1	1536	368	16	16
1	1536	384	16	16
1	1536	400	16	16
1	1552	400	16	16
1	1568	400	16	16
1	1584	400	16	16
1	1728	288	16	16
1	1728	304	16	16
1	1728	320	16	16
1	1776	368	16	16
1	1792	368	16	16
1	1808	368	16	16
23	378	320	48	16
23	580	352	48	16
23	600	304	48	16
23	624	400	48	16
23	772	336	48	16
23	1130	384	48	16
23	1200	320	48	16
23	1376	352	48	16
23	1408	336	48	16
23	1552	304	48	16
23	1724	384	48	16
23	1756	336	48	16
23	1772	416	48	16
9	1072	320	16	24
9	1984	336	16	24
26	1872	288	16	24
21	336	304	16	16
21	352	304	16	16
21	368	304	16	16
21	416	272	16	16
21	432	272	16	16
21	448	272	16	16
21	768	304	16	16
21	784	304	16	16
21	800	304	16	16
21	848	272	16	16
21	864	272	16	16
21	880	272	16	16
21	1328	288	16	16
21	1344	288	16	16
21	1360	288	16	16
21	1504	272	16	16
21	1505	288	16	16
21	1506	304	16	16
21	1507	320	16	16
21	1508	336	16	16
21	1509	352	16	16
21	1510	368	16	16
21	1511	384	16	16
24	2448	336	16	16
27	2096	384	16	16
